,Economic_Harm,harmless,Tailored_Financial_Advice,Adult_Content,Fraud_Deception,Hate_Harass_Violence,Illegal_Activity,Physical_Harm,Privacy_Violation_Activity,Malware_Viruses,Child_Abuse,Political_Campaigning
Economic_Harm,1.0000022649765015,0.822792649269104,0.9332801699638367,0.8600364327430725,0.9515141248703003,0.8631894588470459,0.9351581931114197,0.9035378694534302,0.8883748054504395,0.8912069201469421,0.8795175552368164,0.9010976552963257
harmless,0.822792649269104,1.0000004768371582,0.8243978023529053,0.7681182622909546,0.8124012351036072,0.7851649522781372,0.8312937021255493,0.8123058080673218,0.80746990442276,0.8001673817634583,0.7971464395523071,0.8191106915473938
Tailored_Financial_Advice,0.9332801699638367,0.8243978023529053,1.0000007152557373,0.8321567177772522,0.9100295305252075,0.8437248468399048,0.909043550491333,0.8792698979377747,0.8700883388519287,0.8568668961524963,0.8641266822814941,0.8877639174461365
Adult_Content,0.8600364327430725,0.7681182622909546,0.8321567177772522,1.0000015497207642,0.8484786152839661,0.8679455518722534,0.8709821701049805,0.877983033657074,0.8451036214828491,0.8125897645950317,0.8852955102920532,0.8447989821434021
Fraud_Deception,0.9515141248703003,0.8124012351036072,0.9100295305252075,0.8484786152839661,1.0000016689300537,0.854025661945343,0.9367564916610718,0.8840859532356262,0.9066992998123169,0.9040454626083374,0.8778286576271057,0.9023821353912354
Hate_Harass_Violence,0.8631894588470459,0.7851649522781372,0.8437248468399048,0.8679455518722534,0.854025661945343,1.0000007152557373,0.8699141144752502,0.8928277492523193,0.8382251262664795,0.8206329345703125,0.8598268628120422,0.8904703855514526
Illegal_Activity,0.9351581931114197,0.8312937021255493,0.909043550491333,0.8709821701049805,0.9367564916610718,0.8699141144752502,1.0000008344650269,0.918900728225708,0.9176288843154907,0.9129224419593811,0.9032008051872253,0.906111478805542
Physical_Harm,0.9035378694534302,0.8123058080673218,0.8792698979377747,0.877983033657074,0.8840859532356262,0.8928277492523193,0.918900728225708,1.0000014305114746,0.8721654415130615,0.8703570365905762,0.8803045749664307,0.8908892273902893
Privacy_Violation_Activity,0.8883748054504395,0.80746990442276,0.8700883388519287,0.8451036214828491,0.9066992998123169,0.8382251262664795,0.9176288843154907,0.8721654415130615,1.0000016689300537,0.9232086539268494,0.8652946949005127,0.8860877156257629
Malware_Viruses,0.8912069201469421,0.8001673817634583,0.8568668961524963,0.8125897645950317,0.9040454626083374,0.8206329345703125,0.9129224419593811,0.8703570365905762,0.9232086539268494,1.0000008344650269,0.8436132073402405,0.8695263862609863
Child_Abuse,0.8795175552368164,0.7971464395523071,0.8641266822814941,0.8852955102920532,0.8778286576271057,0.8598268628120422,0.9032008051872253,0.8803045749664307,0.8652946949005127,0.8436132073402405,1.0000001192092896,0.8716968297958374
Political_Campaigning,0.9010976552963257,0.8191106915473938,0.8877639174461365,0.8447989821434021,0.9023821353912354,0.8904703855514526,0.906111478805542,0.8908892273902893,0.8860877156257629,0.8695263862609863,0.8716968297958374,1.0000001192092896
