,Hate_Harass_Violence,Adult_Content,Child_Abuse,Tailored_Financial_Advice,Economic_Harm,Privacy_Violation_Activity,Illegal_Activity,Fraud_Deception,Political_Campaigning,Physical_Harm,Malware_Viruses,harmless
Hate_Harass_Violence,1.0000112056732178,0.9686302542686462,0.9884029626846313,0.9858313798904419,0.9915681481361389,0.9682204723358154,0.9773460626602173,0.9614198207855225,0.9753327369689941,0.9941164255142212,0.9620230197906494,0.9698967933654785
Adult_Content,0.9686302542686462,1.0000228881835938,0.9828829765319824,0.9959348440170288,0.9908456802368164,0.9992781281471252,0.9982366561889648,0.9910349249839783,0.9992090463638306,0.9858740568161011,0.998697817325592,0.996880054473877
Child_Abuse,0.9884029626846313,0.9828829765319824,1.000013828277588,0.9916320443153381,0.9900674223899841,0.9792406558990479,0.9861674904823303,0.9890809059143066,0.9846327900886536,0.9878028631210327,0.9744614362716675,0.9858848452568054
Tailored_Financial_Advice,0.9858313798904419,0.9959348440170288,0.9916320443153381,1.0000163316726685,0.9979303479194641,0.995745062828064,0.9978365898132324,0.9876930713653564,0.9978232979774475,0.9959121346473694,0.9932279586791992,0.9944857954978943
Economic_Harm,0.9915681481361389,0.9908456802368164,0.9900674223899841,0.9979303479194641,1.0000157356262207,0.9913337826728821,0.9953762888908386,0.9789368510246277,0.9942730069160461,0.9987916350364685,0.9876142740249634,0.989855170249939
Privacy_Violation_Activity,0.9682204723358154,0.9992781281471252,0.9792406558990479,0.995745062828064,0.9913337826728821,1.0000215768814087,0.9983347654342651,0.9862886071205139,0.9991887807846069,0.9870195984840393,0.9994308352470398,0.9955055713653564
Illegal_Activity,0.9773460626602173,0.9982366561889648,0.9861674904823303,0.9978365898132324,0.9953762888908386,0.9983347654342651,1.000020980834961,0.9873985052108765,0.9987975358963013,0.9918181300163269,0.9966579675674438,0.9971404075622559
Fraud_Deception,0.9614198207855225,0.9910349249839783,0.9890809059143066,0.9876930713653564,0.9789368510246277,0.9862886071205139,0.9873985052108765,1.0000219345092773,0.9882471561431885,0.9723880887031555,0.9847542643547058,0.9920849204063416
Political_Campaigning,0.9753327369689941,0.9992090463638306,0.9846327900886536,0.9978232979774475,0.9942730069160461,0.9991887807846069,0.9987975358963013,0.9882471561431885,1.0000178813934326,0.9903788566589355,0.9980756044387817,0.9954327344894409
Physical_Harm,0.9941164255142212,0.9858740568161011,0.9878028631210327,0.9959121346473694,0.9987916350364685,0.9870195984840393,0.9918181300163269,0.9723880887031555,0.9903788566589355,1.0000128746032715,0.9832360148429871,0.9850627183914185
Malware_Viruses,0.9620230197906494,0.998697817325592,0.9744614362716675,0.9932279586791992,0.9876142740249634,0.9994308352470398,0.9966579675674438,0.9847542643547058,0.9980756044387817,0.9832360148429871,1.0000247955322266,0.9939395785331726
harmless,0.9698967933654785,0.996880054473877,0.9858848452568054,0.9944857954978943,0.989855170249939,0.9955055713653564,0.9971404075622559,0.9920849204063416,0.9954327344894409,0.9850627183914185,0.9939395785331726,1.0000245571136475
