,Political_Campaigning,Malware_Viruses,Child_Abuse,Illegal_Activity,Tailored_Financial_Advice,Adult_Content,harmless,Fraud_Deception,Privacy_Violation_Activity,Economic_Harm,Physical_Harm,Hate_Harass_Violence
Political_Campaigning,1.000000238418579,0.9239193201065063,0.9317768812179565,0.9595675468444824,0.9375717639923096,0.9433800578117371,0.05647970736026764,0.9523957371711731,0.9312686920166016,0.9540896415710449,0.9480862617492676,0.9580773115158081
Malware_Viruses,0.9239193201065063,1.0000004768371582,0.8812535405158997,0.942127525806427,0.901865541934967,0.9027196168899536,0.05190351605415344,0.9467923641204834,0.965888261795044,0.922551155090332,0.9223659038543701,0.8954340815544128
Child_Abuse,0.9317768812179565,0.8812535405158997,1.000000238418579,0.9520854949951172,0.9216007590293884,0.9489696025848389,0.06280381977558136,0.9148557186126709,0.8806596398353577,0.9268267750740051,0.9299389123916626,0.9304795265197754
Illegal_Activity,0.9595675468444824,0.942127525806427,0.9520854949951172,1.0000004768371582,0.9439622163772583,0.9483679533004761,0.05798482894897461,0.9612200260162354,0.9391720294952393,0.9620594382286072,0.950924813747406,0.9376552700996399
Tailored_Financial_Advice,0.9375717639923096,0.901865541934967,0.9216007590293884,0.9439622163772583,1.0000005960464478,0.9278842210769653,0.0554267019033432,0.9543664455413818,0.9260462522506714,0.9670709371566772,0.933364748954773,0.9221959114074707
Adult_Content,0.9433800578117371,0.9027196168899536,0.9489696025848389,0.9483679533004761,0.9278842210769653,1.0000004768371582,0.05492868274450302,0.9284160137176514,0.9226218461990356,0.9384000301361084,0.9662044644355774,0.9620197415351868
harmless,0.05647970736026764,0.05190351605415344,0.06280381977558136,0.05798482894897461,0.0554267019033432,0.05492868274450302,1.00005042552948,0.05135532468557358,0.05415728688240051,0.05355246365070343,0.053553853183984756,0.05089782923460007
Fraud_Deception,0.9523957371711731,0.9467923641204834,0.9148557186126709,0.9612200260162354,0.9543664455413818,0.9284160137176514,0.05135532468557358,0.9999999403953552,0.9580045938491821,0.9820892810821533,0.9366030693054199,0.936424970626831
Privacy_Violation_Activity,0.9312686920166016,0.965888261795044,0.8806596398353577,0.9391720294952393,0.9260462522506714,0.9226218461990356,0.05415728688240051,0.9580045938491821,1.0000005960464478,0.935881495475769,0.9436940550804138,0.9178065061569214
Economic_Harm,0.9540896415710449,0.922551155090332,0.9268267750740051,0.9620594382286072,0.9670709371566772,0.9384000301361084,0.05355246365070343,0.9820892810821533,0.935881495475769,0.9999997019767761,0.9377806186676025,0.9419044256210327
Physical_Harm,0.9480862617492676,0.9223659038543701,0.9299389123916626,0.950924813747406,0.933364748954773,0.9662044644355774,0.053553853183984756,0.9366030693054199,0.9436940550804138,0.9377806186676025,1.000000238418579,0.966911256313324
Hate_Harass_Violence,0.9580773115158081,0.8954340815544128,0.9304795265197754,0.9376552700996399,0.9221959114074707,0.9620197415351868,0.05089782923460007,0.936424970626831,0.9178065061569214,0.9419044256210327,0.966911256313324,1.000000238418579
