,Tailored_Financial_Advice,Privacy_Violation_Activity,Economic_Harm,Child_Abuse,Illegal_Activity,Physical_Harm,Adult_Content,Political_Campaigning,Malware_Viruses,Fraud_Deception,harmless,Hate_Harass_Violence
Tailored_Financial_Advice,1.0000452995300293,0.9999860525131226,1.0000135898590088,0.9999722242355347,0.9999985694885254,0.9999920129776001,0.9999676942825317,0.9999933242797852,0.9999637603759766,1.0000044107437134,0.9997279644012451,0.9999603033065796
Privacy_Violation_Activity,0.9999860525131226,1.0000474452972412,0.9999977350234985,0.9999674558639526,1.0000081062316895,0.9999896287918091,0.9999735355377197,1.0000016689300537,1.0000133514404297,1.0000054836273193,0.9997379779815674,0.9999632835388184
Economic_Harm,1.0000135898590088,0.9999977350234985,1.0000483989715576,0.9999803304672241,1.0000170469284058,0.9999985098838806,0.9999843835830688,1.0000094175338745,0.9999865889549255,1.0000320672988892,0.9997168779373169,0.9999794960021973
Child_Abuse,0.9999722242355347,0.9999674558639526,0.9999803304672241,1.0000460147857666,1.0000008344650269,0.9999933242797852,0.9999833106994629,0.9999809265136719,0.9999507665634155,0.9999823570251465,0.9997162818908691,0.9999771118164062
Illegal_Activity,0.9999985694885254,1.0000081062316895,1.0000170469284058,1.0000008344650269,1.0000483989715576,1.0000085830688477,0.9999852180480957,1.000009536743164,0.9999990463256836,1.0000195503234863,0.9997243881225586,0.999979555606842
Physical_Harm,0.9999920129776001,0.9999896287918091,0.9999985098838806,0.9999933242797852,1.0000085830688477,1.000045895576477,1.0000042915344238,1.0000019073486328,0.9999719262123108,0.9999966621398926,0.9997398853302002,1.0000039339065552
Adult_Content,0.9999676942825317,0.9999735355377197,0.9999843835830688,0.9999833106994629,0.9999852180480957,1.0000042915344238,1.0000481605529785,0.9999765753746033,0.9999433755874634,0.9999814033508301,0.9997149705886841,0.9999845623970032
Political_Campaigning,0.9999933242797852,1.0000016689300537,1.0000094175338745,0.9999809265136719,1.000009536743164,1.0000019073486328,0.9999765753746033,1.0000487565994263,0.9999861121177673,1.0000101327896118,0.9997433423995972,1.0000027418136597
Malware_Viruses,0.9999637603759766,1.0000133514404297,0.9999865889549255,0.9999507665634155,0.9999990463256836,0.9999719262123108,0.9999433755874634,0.9999861121177673,1.0000442266464233,0.9999973773956299,0.9997093677520752,0.9999462366104126
Fraud_Deception,1.0000044107437134,1.0000054836273193,1.0000320672988892,0.9999823570251465,1.0000195503234863,0.9999966621398926,0.9999814033508301,1.0000101327896118,0.9999973773956299,1.0000486373901367,0.9997192621231079,0.9999768137931824
harmless,0.9997279644012451,0.9997379779815674,0.9997168779373169,0.9997162818908691,0.9997243881225586,0.9997398853302002,0.9997149705886841,0.9997433423995972,0.9997093677520752,0.9997192621231079,1.0000512599945068,0.999725341796875
Hate_Harass_Violence,0.9999603033065796,0.9999632835388184,0.9999794960021973,0.9999771118164062,0.999979555606842,1.0000039339065552,0.9999845623970032,1.0000027418136597,0.9999462366104126,0.9999768137931824,0.999725341796875,1.0000462532043457
